id,facility_id,medicine_id,order_date,expected_delivery_date,actual_delivery_date,quantity,status
ord_fac_0000_med_artesunate_0004,fac_0000,med_artesunate,2026-06-09,2026-06-13,2026-06-13,178.1,delivered
ord_fac_0000_med_artesunate_0005,fac_0000,med_artesunate,2026-06-30,2026-07-08,2026-07-08,143.3,delivered
ord_fac_0000_med_artesunate_0006,fac_0000,med_artesunate,2026-07-21,2026-07-27,2026-07-27,209.6,delivered
ord_fac_0000_med_artesunate_0007,fac_0000,med_artesunate,2026-08-11,2026-08-20,2026-08-20,209.5,delivered
ord_fac_0000_med_artesunate_0008,fac_0000,med_artesunate,2026-09-01,2026-09-04,2026-09-04,204.0,delivered
ord_fac_0000_med_oxytocin_0000,fac_0000,med_oxytocin,2026-03-17,2026-03-25,2026-03-25,54.4,delivered
ord_fac_0000_med_oxytocin_0001,fac_0000,med_oxytocin,2026-04-07,2026-04-16,2026-04-15,59.3,delivered
ord_fac_0000_med_oxytocin_0002,fac_0000,med_oxytocin,2026-04-28,2026-05-01,2026-05-01,73.9,delivered
ord_fac_0000_med_oxytocin_0003,fac_0000,med_oxytocin,2026-05-19,2026-05-24,2026-05-24,57.4,delivered
ord_fac_0000_med_oxytocin_0004,fac_0000,med_oxytocin,2026-06-09,2026-06-17,2026-06-18,57.7,delivered
ord_fac_0000_med_oxytocin_0005,fac_0000,med_oxytocin,2026-06-30,2026-07-10,2026-07-10,56.2,delivered
ord_fac_0000_med_oxytocin_0006,fac_0000,med_oxytocin,2026-07-21,2026-07-27,2026-07-27,78.4,delivered
ord_fac_0000_med_oxytocin_0007,fac_0000,med_oxytocin,2026-08-11,2026-08-18,2026-08-18,79.7,delivered
ord_fac_0000_med_oxytocin_0008,fac_0000,med_oxytocin,2026-09-01,2026-09-09,2026-09-10,70.8,delivered
ord_fac_0000_med_ringer_s_lactate_0000,fac_0000,med_ringer_s_lactate,2026-03-17,2026-03-24,2026-03-24,185.8,delivered
ord_fac_0000_med_ringer_s_lactate_0001,fac_0000,med_ringer_s_lactate,2026-04-07,2026-04-17,2026-04-17,219.4,delivered
ord_fac_0000_med_ringer_s_lactate_0002,fac_0000,med_ringer_s_lactate,2026-04-28,2026-05-05,2026-05-05,217.6,delivered
ord_fac_0000_med_ringer_s_lactate_0003,fac_0000,med_ringer_s_lactate,2026-05-19,2026-05-25,2026-05-24,178.4,delivered
ord_fac_0000_med_ringer_s_lactate_0004,fac_0000,med_ringer_s_lactate,2026-06-09,2026-06-16,2026-06-15,210.7,delivered
ord_fac_0000_med_ringer_s_lactate_0005,fac_0000,med_ringer_s_lactate,2026-06-30,2026-07-06,2026-07-06,209.1,delivered
ord_fac_0000_med_ringer_s_lactate_0006,fac_0000,med_ringer_s_lactate,2026-07-21,2026-07-27,2026-08-03,231.9,delayed
ord_fac_0000_med_ringer_s_lactate_0007,fac_0000,med_ringer_s_lactate,2026-08-11,2026-08-18,2026-08-18,219.2,delivered
ord_fac_0000_med_ringer_s_lactate_0008,fac_0000,med_ringer_s_lactate,2026-09-01,2026-09-09,2026-09-09,199.1,delivered
ord_fac_0000_med_isoniazid_0000,fac_0000,med_isoniazid,2026-03-17,2026-03-24,2026-03-23,171.5,delivered
ord_fac_0000_med_isoniazid_0001,fac_0000,med_isoniazid,2026-04-07,2026-04-12,2026-04-12,188.6,delivered
ord_fac_0000_med_isoniazid_0002,fac_0000,med_isoniazid,2026-04-28,2026-05-07,2026-05-06,217.3,delivered
ord_fac_0000_med_isoniazid_0003,fac_0000,med_isoniazid,2026-05-19,2026-05-25,2026-05-25,186.5,delivered
ord_fac_0000_med_isoniazid_0004,fac_0000,med_isoniazid,2026-06-09,2026-06-17,2026-06-17,162.3,delivered
ord_fac_0000_med_isoniazid_0005,fac_0000,med_isoniazid,2026-06-30,2026-07-08,2026-07-07,198.2,delivered
ord_fac_0000_med_isoniazid_0006,fac_0000,med_isoniazid,2026-07-21,2026-07-28,2026-07-27,192.7,delivered
ord_fac_0000_med_isoniazid_0007,fac_0000,med_isoniazid,2026-08-11,2026-08-20,2026-08-24,173.8,delayed
ord_fac_0000_med_isoniazid_0008,fac_0000,med_isoniazid,2026-09-01,2026-09-08,2026-09-08,189.9,delivered
ord_fac_0001_med_amoxicillin_0000,fac_0001,med_amoxicillin,2026-03-17,2026-03-22,2026-03-22,575.2,delivered
ord_fac_0001_med_amoxicillin_0001,fac_0001,med_amoxicillin,2026-04-07,2026-04-16,2026-04-16,576.5,delivered
ord_fac_0001_med_amoxicillin_0002,fac_0001,med_amoxicillin,2026-04-28,2026-05-06,2026-05-07,457.6,delivered
ord_fac_0001_med_amoxicillin_0003,fac_0001,med_amoxicillin,2026-05-19,2026-05-25,2026-05-25,496.5,delivered
ord_fac_0001_med_amoxicillin_0004,fac_0001,med_amoxicillin,2026-06-09,2026-06-17,2026-06-17,410.0,delivered
ord_fac_0001_med_amoxicillin_0005,fac_0001,med_amoxicillin,2026-06-30,2026-07-05,2026-07-12,547.8,delayed
ord_fac_0001_med_amoxicillin_0006,fac_0001,med_amoxicillin,2026-07-21,2026-07-24,2026-07-24,470.9,delivered
ord_fac_0001_med_amoxicillin_0007,fac_0001,med_amoxicillin,2026-08-11,2026-08-16,2026-08-16,564.4,delivered
ord_fac_0001_med_amoxicillin_0008,fac_0001,med_amoxicillin,2026-09-01,2026-09-08,,554.7,in_transit
ord_fac_0001_med_paracetamol_0000,fac_0001,med_paracetamol,2026-03-17,2026-03-21,2026-03-21,428.6,delivered
ord_fac_0001_med_paracetamol_0001,fac_0001,med_paracetamol,2026-04-07,2026-04-14,2026-04-15,373.1,delivered
ord_fac_0001_med_paracetamol_0002,fac_0001,med_paracetamol,2026-04-28,2026-05-06,2026-05-06,363.2,delivered
ord_fac_0001_med_paracetamol_0003,fac_0001,med_paracetamol,2026-05-19,2026-05-26,2026-05-26,387.1,delivered
ord_fac_0001_med_paracetamol_0004,fac_0001,med_paracetamol,2026-06-09,2026-06-14,2026-06-13,487.7,delivered
ord_fac_0001_med_paracetamol_0005,fac_0001,med_paracetamol,2026-06-30,2026-07-05,2026-07-05,356.1,delivered
ord_fac_0001_med_paracetamol_0006,fac_0001,med_paracetamol,2026-07-21,2026-07-27,2026-07-28,424.3,delivered
ord_fac_0001_med_paracetamol_0007,fac_0001,med_paracetamol,2026-08-11,2026-08-19,2026-08-20,407.1,delivered
ord_fac_0001_med_paracetamol_0008,fac_0001,med_paracetamol,2026-09-01,2026-09-07,2026-09-07,432.7,delivered
ord_fac_0001_med_oral_rehydration_salts_0000,fac_0001,med_oral_rehydration_salts,2026-03-17,2026-03-25,2026-03-25,539.9,delivered
ord_fac_0001_med_oral_rehydration_salts_0001,fac_0001,med_oral_rehydration_salts,2026-04-07,2026-04-13,2026-04-12,579.7,delivered
ord_fac_0001_med_oral_rehydration_salts_0002,fac_0001,med_oral_rehydration_salts,2026-04-28,2026-05-01,2026-05-02,546.5,delivered
ord_fac_0001_med_oral_rehydration_salts_0003,fac_0001,med_oral_rehydration_salts,2026-05-19,2026-05-27,2026-05-26,553.7,delivered
ord_fac_0001_med_oral_rehydration_salts_0004,fac_0001,med_oral_rehydration_salts,2026-06-09,2026-06-14,2026-06-14,442.4,delivered
ord_fac_0001_med_oral_rehydration_salts_0005,fac_0001,med_oral_rehydration_salts,2026-06-30,2026-07-05,2026-07-06,512.8,delivered
ord_fac_0001_med_oral_rehydration_salts_0006,fac_0001,med_oral_rehydration_salts,2026-07-21,2026-07-30,2026-07-30,617.4,delivered
ord_fac_0001_med_oral_rehydration_salts_0007,fac_0001,med_oral_rehydration_salts,2026-08-11,2026-08-20,2026-08-20,511.5,delivered
ord_fac_0001_med_oral_rehydration_salts_0008,fac_0001,med_oral_rehydration_salts,2026-09-01,2026-09-06,2026-09-06,604.0,delivered
ord_fac_0001_med_insulin_0000,fac_0001,med_insulin,2026-03-17,2026-03-25,2026-03-25,231.7,delivered
ord_fac_0001_med_insulin_0001,fac_0001,med_insulin,2026-04-07,2026-04-14,2026-04-13,192.3,delivered
ord_fac_0001_med_insulin_0002,fac_0001,med_insulin,2026-04-28,2026-05-05,2026-05-05,260.7,delivered
ord_fac_0001_med_insulin_0003,fac_0001,med_insulin,2026-05-19,2026-05-23,2026-05-23,228.6,delivered
ord_fac_0001_med_insulin_0004,fac_0001,med_insulin,2026-06-09,2026-06-17,2026-06-18,246.4,delivered
ord_fac_0001_med_insulin_0005,fac_0001,med_insulin,2026-06-30,2026-07-06,2026-07-07,249.6,delivered
ord_fac_0001_med_insulin_0006,fac_0001,med_insulin,2026-07-21,2026-07-30,2026-07-30,250.6,delivered
ord_fac_0001_med_insulin_0007,fac_0001,med_insulin,2026-08-11,2026-08-16,2026-08-16,191.2,delivered
ord_fac_0001_med_insulin_0008,fac_0001,med_insulin,2026-09-01,2026-09-08,2026-09-08,218.5,delivered
ord_fac_0001_med_salbutamol_0000,fac_0001,med_salbutamol,2026-03-17,2026-03-21,2026-03-21,559.4,delivered
ord_fac_0001_med_salbutamol_0001,fac_0001,med_salbutamol,2026-04-07,2026-04-11,2026-04-11,402.8,delivered
ord_fac_0001_med_salbutamol_0002,fac_0001,med_salbutamol,2026-04-28,2026-05-02,2026-05-09,559.7,delayed
ord_fac_0001_med_salbutamol_0003,fac_0001,med_salbutamol,2026-05-19,2026-05-26,2026-05-26,463.8,delivered
ord_fac_0001_med_salbutamol_0004,fac_0001,med_salbutamol,2026-06-09,2026-06-17,2026-06-17,409.2,delivered
ord_fac_0001_med_salbutamol_0005,fac_0001,med_salbutamol,2026-06-30,2026-07-06,2026-07-09,430.2,delayed
ord_fac_0001_med_salbutamol_0006,fac_0001,med_salbutamol,2026-07-21,2026-07-30,2026-08-08,431.4,delayed
ord_fac_0001_med_salbutamol_0007,fac_0001,med_salbutamol,2026-08-11,2026-08-19,2026-08-19,432.7,delivered
ord_fac_0001_med_salbutamol_0008,fac_0001,med_salbutamol,2026-09-01,2026-09-06,2026-09-06,516.5,delivered
ord_fac_0001_med_ciprofloxacin_0000,fac_0001,med_ciprofloxacin,2026-03-17,2026-03-23,2026-03-23,335.7,delivered
ord_fac_0001_med_ciprofloxacin_0001,fac_0001,med_ciprofloxacin,2026-04-07,2026-04-17,2026-04-17,293.8,delivered
ord_fac_0001_med_ciprofloxacin_0002,fac_0001,med_ciprofloxacin,2026-04-28,2026-05-03,2026-05-03,295.4,delivered
ord_fac_0001_med_ciprofloxacin_0003,fac_0001,med_ciprofloxacin,2026-05-19,2026-05-25,2026-05-25,348.6,delivered
ord_fac_0001_med_ciprofloxacin_0004,fac_0001,med_ciprofloxacin,2026-06-09,2026-06-20,2026-06-21,363.6,delivered
ord_fac_0001_med_ciprofloxacin_0005,fac_0001,med_ciprofloxacin,2026-06-30,2026-07-08,2026-07-17,350.5,delayed
ord_fac_0001_med_ciprofloxacin_0006,fac_0001,med_ciprofloxacin,2026-07-21,2026-07-30,2026-07-30,370.2,delivered
ord_fac_0001_med_ciprofloxacin_0007,fac_0001,med_ciprofloxacin,2026-08-11,2026-08-20,2026-08-20,289.2,delivered
ord_fac_0001_med_ciprofloxacin_0008,fac_0001,med_ciprofloxacin,2026-09-01,2026-09-10,2026-09-10,360.4,delivered
ord_fac_0001_med_diazepam_0000,fac_0001,med_diazepam,2026-03-17,2026-03-27,2026-03-27,375.0,delivered
ord_fac_0001_med_diazepam_0001,fac_0001,med_diazepam,2026-04-07,2026-04-13,2026-04-13,321.8,delivered
ord_fac_0001_med_diazepam_0002,fac_0001,med_diazepam,2026-04-28,2026-05-01,2026-05-01,315.5,delivered
ord_fac_0001_med_diazepam_0003,fac_0001,med_diazepam,2026-05-19,2026-05-27,2026-05-27,347.5,delivered
ord_fac_0001_med_diazepam_0004,fac_0001,med_diazepam,2026-06-09,2026-06-16,2026-06-16,309.4,delivered
ord_fac_0001_med_diazepam_0005,fac_0001,med_diazepam,2026-06-30,2026-07-10,2026-07-10,374.9,delivered
ord_fac_0001_med_diazepam_0006,fac_0001,med_diazepam,2026-07-21,2026-07-31,2026-07-30,271.9,delivered
ord_fac_0001_med_diazepam_0007,fac_0001,med_diazepam,2026-08-11,2026-08-21,2026-08-22,332.5,delivered
ord_fac_0001_med_diazepam_0008,fac_0001,med_diazepam,2026-09-01,2026-09-07,2026-09-07,299.0,delivered
ord_fac_0001_med_folic_acid_0000,fac_0001,med_folic_acid,2026-03-17,2026-03-25,2026-03-25,455.5,delivered
ord_fac_0001_med_folic_acid_0001,fac_0001,med_folic_acid,2026-04-07,2026-04-13,2026-04-13,559.9,delivered
ord_fac_0001_med_folic_acid_0002,fac_0001,med_folic_acid,2026-04-28,2026-05-02,2026-05-02,419.2,delivered
ord_fac_0001_med_folic_acid_0003,fac_0001,med_folic_acid,2026-05-19,2026-05-28,2026-06-07,468.6,delayed
ord_fac_0001_med_folic_acid_0004,fac_0001,med_folic_acid,2026-06-09,2026-06-15,2026-06-16,560.8,delivered
ord_fac_0001_med_folic_acid_0005,fac_0001,med_folic_acid,2026-06-30,2026-07-05,2026-07-05,416.2,delivered
ord_fac_0001_med_folic_acid_0006,fac_0001,med_folic_acid,2026-07-21,2026-07-24,2026-07-24,543.8,delivered
ord_fac_0001_med_folic_acid_0007,fac_0001,med_folic_acid,2026-08-11,2026-08-19,2026-08-19,451.8,delivered
ord_fac_0001_med_folic_acid_0008,fac_0001,med_folic_acid,2026-09-01,2026-09-08,,505.9,in_transit
ord_fac_0001_med_artesunate_0000,fac_0001,med_artesunate,2026-03-17,2026-03-21,2026-03-21,259.0,delivered
ord_fac_0001_med_artesunate_0001,fac_0001,med_artesunate,2026-04-07,2026-04-14,2026-04-14,207.4,delivered
ord_fac_0001_med_artesunate_0002,fac_0001,med_artesunate,2026-04-28,2026-05-05,2026-05-05,207.8,delivered
ord_fac_0001_med_artesunate_0003,fac_0001,med_artesunate,2026-05-19,2026-05-25,2026-05-25,242.0,delivered
ord_fac_0001_med_artesunate_0004,fac_0001,med_artesunate,2026-06-09,2026-06-15,2026-06-14,196.4,delivered
ord_fac_0001_med_artesunate_0005,fac_0001,med_artesunate,2026-06-30,2026-07-05,2026-07-06,194.4,delivered
ord_fac_0001_med_artesunate_0006,fac_0001,med_artesunate,2026-07-21,2026-07-30,2026-08-02,189.6,delayed
ord_fac_0001_med_artesunate_0007,fac_0001,med_artesunate,2026-08-11,2026-08-19,2026-08-19,220.6,delivered
ord_fac_0001_med_artesunate_0008,fac_0001,med_artesunate,2026-09-01,2026-09-05,2026-09-05,198.6,delivered
ord_fac_0001_med_oxytocin_0000,fac_0001,med_oxytocin,2026-03-17,2026-03-25,2026-03-24,257.2,delivered
ord_fac_0001_med_oxytocin_0001,fac_0001,med_oxytocin,2026-04-07,2026-04-12,2026-04-11,322.0,delivered
ord_fac_0001_med_oxytocin_0002,fac_0001,med_oxytocin,2026-04-28,2026-05-07,2026-05-06,355.2,delivered
ord_fac_0001_med_oxytocin_0003,fac_0001,med_oxytocin,2026-05-19,2026-05-29,2026-05-28,240.2,delivered
ord_fac_0001_med_oxytocin_0004,fac_0001,med_oxytocin,2026-06-09,2026-06-12,2026-06-12,329.3,delivered
ord_fac_0001_med_oxytocin_0005,fac_0001,med_oxytocin,2026-06-30,2026-07-07,2026-07-06,303.1,delivered
ord_fac_0001_med_oxytocin_0006,fac_0001,med_oxytocin,2026-07-21,2026-07-26,2026-07-27,281.3,delivered
ord_fac_0001_med_oxytocin_0007,fac_0001,med_oxytocin,2026-08-11,2026-08-14,2026-08-14,278.9,delivered
ord_fac_0001_med_oxytocin_0008,fac_0001,med_oxytocin,2026-09-01,2026-09-07,2026-09-07,285.6,delivered
ord_fac_0001_med_ringer_s_lactate_0000,fac_0001,med_ringer_s_lactate,2026-03-17,2026-03-26,2026-03-26,188.5,delivered
ord_fac_0001_med_ringer_s_lactate_0001,fac_0001,med_ringer_s_lactate,2026-04-07,2026-04-12,2026-04-11,146.5,delivered
ord_fac_0001_med_ringer_s_lactate_0002,fac_0001,med_ringer_s_lactate,2026-04-28,2026-05-06,2026-05-06,131.9,delivered
ord_fac_0001_med_ringer_s_lactate_0003,fac_0001,med_ringer_s_lactate,2026-05-19,2026-05-22,2026-05-23,135.2,delivered
ord_fac_0001_med_ringer_s_lactate_0004,fac_0001,med_ringer_s_lactate,2026-06-09,2026-06-15,2026-06-16,179.1,delivered
ord_fac_0001_med_ringer_s_lactate_0005,fac_0001,med_ringer_s_lactate,2026-06-30,2026-07-05,2026-07-05,184.6,delivered
ord_fac_0001_med_ringer_s_lactate_0006,fac_0001,med_ringer_s_lactate,2026-07-21,2026-07-28,2026-07-28,166.7,delivered
ord_fac_0001_med_ringer_s_lactate_0007,fac_0001,med_ringer_s_lactate,2026-08-11,2026-08-15,2026-08-15,177.9,delivered
ord_fac_0001_med_ringer_s_lactate_0008,fac_0001,med_ringer_s_lactate,2026-09-01,2026-09-05,2026-09-06,173.2,delivered
ord_fac_0001_med_isoniazid_0000,fac_0001,med_isoniazid,2026-03-17,2026-03-25,2026-03-25,317.6,delivered
ord_fac_0001_med_isoniazid_0001,fac_0001,med_isoniazid,2026-04-07,2026-04-16,2026-04-16,236.4,delivered
ord_fac_0001_med_isoniazid_0002,fac_0001,med_isoniazid,2026-04-28,2026-05-07,2026-05-07,276.3,delivered
ord_fac_0001_med_isoniazid_0003,fac_0001,med_isoniazid,2026-05-19,2026-05-28,2026-06-07,318.6,delayed
ord_fac_0001_med_isoniazid_0004,fac_0001,med_isoniazid,2026-06-09,2026-06-15,2026-06-15,267.3,delivered
ord_fac_0001_med_isoniazid_0005,fac_0001,med_isoniazid,2026-06-30,2026-07-06,2026-07-06,255.0,delivered
ord_fac_0001_med_isoniazid_0006,fac_0001,med_isoniazid,2026-07-21,2026-07-27,2026-07-27,292.2,delivered
ord_fac_0001_med_isoniazid_0007,fac_0001,med_isoniazid,2026-08-11,2026-08-16,2026-08-17,331.3,delivered
